State,County,D,G,L,N,O,R
31,31089,1147,NA,23,729,NA,5212
31,31091,78,NA,3,37,NA,422
31,31093,1342,NA,26,647,NA,2481
31,31095,1339,NA,30,918,NA,2728
31,31097,806,NA,20,426,NA,1539
31,31099,907,NA,35,688,NA,2843
31,31101,1072,NA,46,1064,NA,4067
31,31103,76,NA,3,47,NA,527
31,31105,495,NA,12,545,NA,1943
31,31107,1621,NA,23,856,NA,3351
31,31109,68807,NA,2113,40755,NA,77955
31,31111,5935,NA,208,4280,NA,13803
31,31113,71,NA,1,69,NA,427
31,31115,80,NA,1,27,NA,423
31,31119,4901,NA,147,3912,NA,12642
31,31117,39,NA,3,24,NA,304
31,31121,1003,NA,30,722,NA,3274
31,31123,592,NA,26,523,NA,2175
31,31125,767,NA,9,340,NA,1282
31,31127,1252,NA,29,816,NA,2499
31,31129,836,NA,20,456,NA,1869
31,31131,2804,NA,77,2286,NA,5383
31,31133,499,NA,12,271,NA,1092
31,31135,326,NA,7,283,NA,1396
31,31137,1042,NA,38,844,NA,4361
31,31139,765,NA,20,800,NA,3343
31,31141,4910,NA,149,3042,NA,12193
31,31143,728,NA,15,483,NA,2317
31,31145,1239,NA,43,1341,NA,4673
31,31147,1757,NA,23,890,NA,3051
31,31149,124,NA,1,74,NA,833
31,31151,3324,NA,63,1448,NA,3127
31,31153,29769,NA,1346,27856,NA,50568
31,31155,3946,NA,112,2538,NA,8205
31,31157,6096,NA,206,4865,NA,13204
31,31159,2755,NA,69,2004,NA,6134
31,31161,676,NA,16,624,NA,2789
31,31163,832,NA,12,206,NA,999
31,31165,110,NA,8,108,NA,706
31,31167,755,NA,35,560,NA,2493
31,31169,868,NA,16,602,NA,2363
31,31171,46,NA,1,49,NA,413
31,31173,2604,NA,13,670,NA,1303
31,31175,736,NA,8,345,NA,1919
31,31177,3203,NA,124,2814,NA,8261
31,31179,1108,NA,47,854,NA,3308
31,31181,569,NA,12,377,NA,1471
31,31183,126,NA,4,57,NA,419
31,31185,1800,NA,72,1509,NA,6724
32,32510,8593,NA,250,4764,1834,12179
32,32001,2747,NA,98,2132,850,7360
32,32003,444134,NA,7945,211177,52859,303682
32,32005,7884,NA,305,5398,1919,16974
32,32007,4191,NA,199,4230,1353,12466
32,32009,120,NA,6,67,54,322
32,32011,112,NA,10,113,58,620
32,32013,1609,NA,75,1453,443,4010
32,32015,562,NA,12,485,152,1606
32,32017,701,NA,15,318,145,1476
32,32019,8290,NA,316,5959,2754,15531
32,32021,1086,NA,24,425,193,1157
32,32023,8028,NA,235,4719,2061,11882
32,32027,665,NA,20,514,142,1162
32,32029,702,NA,36,497,207,1279
32,32031,95090,NA,2821,52268,16964,99790
32,32033,1376,NA,33,800,291,2116
33,33001,10911,NA,NA,15342,NA,17304
33,33003,8614,NA,NA,15597,NA,12951
33,33005,18551,NA,NA,22162,NA,14082
33,33007,5813,NA,NA,7813,NA,5551
33,33009,21861,NA,NA,26904,NA,16985
33,33011,73419,NA,NA,100164,NA,84058
33,33013,32454,NA,NA,37958,NA,34170
33,33015,62027,NA,NA,81521,NA,78724
33,33017,29462,NA,NA,34058,NA,23532
33,33019,8343,NA,NA,10465,NA,8330
34,34001,57064,98,176,74412,348,44377
34,34003,201659,290,518,263660,830,123573
34,34005,111511,156,314,128190,381,75514
34,34007,154906,217,308,143644,601,49313
34,34009,15589,43,79,26578,107,28005
34,34011,28289,53,88,46568,242,16829
34,34013,260396,207,321,226105,635,50115
34,34015,78096,115,246,86150,285,43358
34,34017,185702,237,414,131300,709,30605
34,34019,21585,52,149,37159,109,37713
34,34021,98370,170,214,102379,478,35533
34,34023,202627,304,451,244740,889,71869
34,34025,118464,329,478,214460,818,115373
34,34027,85995,179,410,142138,441,124243
34,34029,83848,223,372,190927,690,126041
34,34031,110809,162,262,135682,602,56189
34,34033,13726,26,66,20582,94,10438
34,34035,68352,122,264,98503,295,57489
34,34037,19808,64,141,42373,152,41967
34,34039,147429,165,282,134109,628,48484
34,34041,17400,40,100,30998,135,28908
35,35001,210189,NA,NA,89228,19611,134197
35,35003,833,NA,NA,431,137,1731
35,35005,10328,NA,NA,5979,1390,16137
35,35006,8778,NA,NA,2065,481,2937
35,35007,4493,NA,NA,1391,153,2800
35,35009,6879,NA,NA,5083,276,11047
35,35011,694,NA,NA,119,24,537
35,35013,52906,NA,NA,26090,4732,31097
35,35015,11093,NA,NA,5124,950,14109
35,35017,12311,NA,NA,3766,815,5740
35,35019,2680,NA,NA,159,65,496
35,35021,295,NA,NA,22,40,382
35,35023,1850,NA,NA,305,90,918
35,35025,9066,NA,NA,7423,769,16898
35,35027,3261,NA,NA,2389,605,7693
35,35028,5381,NA,NA,3188,686,4913
35,35029,5425,NA,NA,2438,305,3811
35,35031,25963,NA,NA,7692,1092,6348
35,35033,2907,NA,NA,170,75,656
35,35035,9636,NA,NA,6900,1186,14864
35,35037,2704,NA,NA,989,150,2309
35,35039,20208,NA,NA,2725,568,2991
35,35041,2936,NA,NA,1850,387,4971
35,35045,22207,NA,NA,14610,2855,33069
35,35047,14177,NA,NA,2410,529,2575
35,35043,41052,NA,NA,16999,4632,33309
35,35049,62705,NA,NA,17683,2513,15722
35,35051,2622,NA,NA,1453,396,3353
35,35053,5718,NA,NA,1786,411,3516
35,35055,17804,NA,NA,3542,1089,3401
35,35057,3393,NA,NA,1588,440,4275
35,35059,1011,NA,NA,275,67,1259
35,35061,19265,NA,NA,7709,1785,14396
36,36001,102985,621,NA,58427,4422,39125
36,36003,6429,90,NA,6695,635,13077
36,36007,48970,456,NA,34464,2649,45274
36,36009,16644,148,NA,13713,1645,19343
36,36011,16313,174,NA,13952,1640,17864
36,36013,28546,217,NA,26374,2794,27417
36,36015,17254,126,NA,15409,1227,21927
36,36017,7953,159,NA,9241,791,13230
36,36019,18646,115,NA,16087,842,15349
36,36021,14891,224,NA,15323,1456,12704
36,36023,10032,122,NA,10114,689,10850
36,36025,8133,124,NA,8000,685,12501
36,36027,67828,584,NA,66288,5044,56470
36,36029,307645,1852,NA,149449,18297,159952
36,36031,7341,109,NA,7449,335,11911
36,36033,10641,83,NA,7497,520,9245
36,36035,8327,86,NA,8423,775,16409
36,36037,9711,113,NA,11110,1313,16553
36,36039,7985,175,NA,10819,1075,12757
36,36041,1004,9,NA,945,92,2802
36,36043,11010,117,NA,10082,939,19185
36,36045,18505,171,NA,19289,1300,26245
36,36049,4553,33,NA,4019,361,9044
36,36051,11379,170,NA,11687,1221,17765
36,36053,12492,150,NA,13750,1277,17103
36,36055,199122,1462,NA,144193,11207,137303
36,36057,10006,74,NA,8934,927,10207
36,36059,397949,1744,NA,281831,14101,337425
36,36063,54567,471,NA,32456,4673,44720
36,36065,49389,324,NA,37382,3058,52662
36,36067,117277,1149,NA,99176,7186,89521
36,36069,21176,249,NA,22083,1748,27876
36,36071,86020,705,NA,68488,6132,74896
36,36073,5992,73,NA,6883,820,11445
36,36075,19289,175,NA,21242,2294,34047
36,36077,11733,157,NA,10802,795,13983
36,36079,20103,165,NA,21946,2399,23638
36,36083,31876,424,NA,40407,5831,25534
36,36087,94711,373,NA,56765,5230,47316
36,36091,44339,456,NA,52531,3230,65370
36,36093,39555,311,NA,31895,4275,25487
36,36095,5401,76,NA,6538,725,7943
36,36097,3585,70,NA,3805,354,5053
36,36099,6514,72,NA,5737,592,8050
36,36089,23452,183,NA,17348,1325,21348
36,36101,15659,189,NA,15285,1425,30190
36,36103,340778,2111,NA,329780,29406,323276
36,36105,20463,179,NA,16386,1541,14150
36,36107,8837,105,NA,9142,677,14743
36,36109,31479,569,NA,17180,833,13183
36,36111,46068,769,NA,45385,3631,30435
36,36113,11703,213,NA,12905,872,20503
36,36115,9687,145,NA,11286,955,15800
36,36117,14431,163,NA,18649,2035,23297
36,36119,310939,1019,NA,182477,10984,145673
36,36121,5899,40,NA,7210,731,11689
36,36123,3477,53,NA,3856,366,6863
36,36005,601208,750,NA,127868,7085,45494
36,36047,1076626,3197,NA,305043,11960,129688
36,36061,760045,2267,NA,248880,5225,109983
36,36081,771458,1791,NA,277985,10234,131061
36,36085,133704,412,NA,73512,6136,85750
37,37001,39672,NA,454,28273,NA,33331
37,37003,6535,NA,71,7129,NA,10836
37,37005,2817,NA,36,2080,NA,2570
37,37007,11992,NA,20,3037,NA,2482
37,37009,5656,NA,65,5289,NA,8080
37,37011,1506,NA,48,3450,NA,7103
37,37013,13862,NA,100,8631,NA,10811
37,37015,10362,NA,20,2384,NA,1551
37,37017,13711,NA,33,5932,NA,3542
37,37019,27210,NA,347,32814,NA,35914
37,37021,78380,NA,1306,71549,NA,48014
37,37023,19227,NA,258,18403,NA,20759
37,37025,41784,NA,695,41591,NA,49707
37,37027,15093,NA,344,15281,NA,25005
37,37029,2494,NA,43,2810,NA,2368
37,37031,12895,NA,235,17653,NA,22306
37,37033,8245,NA,32,3846,NA,3740
37,37035,27471,NA,400,32160,NA,45157
37,37037,20810,NA,215,17445,NA,13234
37,37039,6542,NA,113,7286,NA,10038
37,37041,5114,NA,23,2666,NA,2650
37,37043,2221,NA,40,3168,NA,3661
37,37045,26909,NA,218,16560,NA,20816
37,37047,21574,NA,53,8461,NA,6801
37,37049,25375,NA,361,21514,NA,25038
37,37051,99733,NA,1023,63398,NA,49355
37,37053,4175,NA,133,7911,NA,6843
37,37055,9309,NA,202,11262,NA,9017
37,37057,27906,NA,427,28644,NA,49941
37,37059,5702,NA,95,8638,NA,15186
37,37061,14549,NA,93,7511,NA,8297
37,37063,130280,NA,1101,72152,NA,30069
37,37065,27572,NA,70,4833,NA,6257
37,37067,106494,NA,1179,71056,NA,77060
37,37069,18688,NA,197,11627,NA,13269
37,37071,46494,NA,618,42216,NA,54913
37,37073,4753,NA,24,2165,NA,1768
37,37075,2016,NA,18,1600,NA,2817
37,37077,19163,NA,142,9684,NA,9356
37,37079,6787,NA,24,2639,NA,2095
37,37081,170231,NA,1682,99661,NA,96326
37,37083,26207,NA,85,8037,NA,4772
37,37085,27323,NA,498,20562,NA,25847
37,37087,17401,NA,218,13584,NA,13451
37,37089,18379,NA,403,32535,NA,31663
37,37091,11434,NA,38,2534,NA,1487
37,37093,15662,NA,195,9904,NA,7033
37,37095,2057,NA,10,855,NA,540
37,37097,31253,NA,520,37485,NA,49156
37,37099,10711,NA,173,10657,NA,7742
37,37101,39401,NA,623,36264,NA,47412
37,37103,3803,NA,25,1869,NA,1842
37,37105,15047,NA,147,10293,NA,10298
37,37107,21983,NA,103,7929,NA,9783
37,37109,14530,NA,229,17044,NA,24489
37,37113,6925,NA,108,8466,NA,10402
37,37115,6819,NA,97,5718,NA,4434
37,37117,10509,NA,41,3392,NA,3371
37,37111,8796,NA,124,9561,NA,11099
37,37119,317656,NA,3962,218427,NA,173007
37,37121,1200,NA,30,3247,NA,6938
37,37123,7469,NA,50,4088,NA,5001
37,37125,16982,NA,338,21960,NA,27251
37,37127,34270,NA,184,13619,NA,19041
37,37129,55387,NA,1157,60560,NA,54428
37,37131,10886,NA,16,2564,NA,1466
37,37133,29543,NA,803,38252,NA,38549
37,37135,54216,NA,719,44157,NA,17407
37,37137,4045,NA,34,2646,NA,3113
37,37139,13652,NA,152,8949,NA,6075
37,37141,13177,NA,230,12029,NA,15103
37,37143,4286,NA,33,3192,NA,2705
37,37145,12507,NA,99,7759,NA,6723
37,37147,57360,NA,673,33180,NA,31942
37,37149,4616,NA,74,5816,NA,5647
37,37151,20212,NA,398,26226,NA,46494
37,37153,17441,NA,69,7552,NA,5861
37,37155,50895,NA,184,15676,NA,9962
37,37157,23967,NA,200,15998,NA,20920
37,37159,29238,NA,337,27490,NA,38784
37,37161,15818,NA,195,12774,NA,16634
37,37163,16567,NA,96,7186,NA,13735
37,37165,13369,NA,46,5893,NA,3795
37,37167,11625,NA,120,11433,NA,18015
37,37169,8235,NA,155,8025,NA,15281
37,37171,14624,NA,120,12146,NA,19274
37,37173,4184,NA,33,3723,NA,2703
37,37175,7080,NA,119,10231,NA,8341
37,37177,1471,NA,7,668,NA,355
37,37179,40110,NA,631,47468,NA,64019
37,37181,20319,NA,65,5635,NA,4453
37,37183,262250,NA,4233,242468,NA,187256
37,37185,9587,NA,33,2361,NA,1786
37,37187,5967,NA,24,1666,NA,1121
37,37189,12625,NA,482,18996,NA,14374
37,37191,33591,NA,282,18158,NA,24453
37,37193,10325,NA,125,10538,NA,22256
37,37195,30244,NA,143,12350,NA,14002
37,37197,4294,NA,73,6417,NA,13446
37,37199,5285,NA,42,3740,NA,4931
40,40001,6207,NA,NA,1063,0,3572
40,40003,752,NA,NA,236,0,1850
40,40005,4867,NA,NA,645,0,1697
40,40007,570,NA,NA,272,0,2221
40,40009,4699,NA,NA,1467,0,4517
40,40011,2039,NA,NA,488,1,2688
40,40013,12782,NA,NA,3526,0,6696
40,40015,7854,NA,NA,1418,0,3822
40,40017,17783,NA,NA,8374,0,40335
40,40019,14392,NA,NA,4691,0,9821
40,40021,13369,NA,NA,2703,0,6484
40,40023,5847,NA,NA,883,0,1620
40,40025,480,NA,NA,155,0,977
40,40027,51934,NA,NA,22141,0,69480
40,40029,2914,NA,NA,299,0,584
40,40031,23816,NA,NA,8290,1,18360
40,40033,2115,NA,NA,301,1,1109
40,40035,4520,NA,NA,770,0,2304
40,40037,13399,NA,NA,4384,0,18521
40,40039,5993,NA,NA,2353,0,7093
40,40041,9876,NA,NA,2563,0,8961
40,40043,1128,NA,NA,226,0,1428
40,40045,681,NA,NA,246,0,1528
40,40047,7718,NA,NA,3423,0,16936
40,40049,7947,NA,NA,1829,0,5019
40,40051,11373,NA,NA,4149,0,14225
40,40053,868,NA,NA,246,0,1728
40,40055,1905,NA,NA,247,0,647
40,40057,1035,NA,NA,112,0,282
40,40059,615,NA,NA,165,0,1156
40,40061,5047,NA,NA,439,0,1301
40,40063,4334,NA,NA,611,0,1411
40,40065,4741,NA,NA,1372,0,5020
40,40067,2206,NA,NA,397,0,818
40,40069,3868,NA,NA,534,0,1412
40,40071,7887,NA,NA,3166,0,12433
40,40073,2030,NA,NA,587,0,5228
40,40075,2853,NA,NA,447,0,1407
40,40077,4667,NA,NA,432,0,1027
40,40079,16174,NA,NA,3712,0,6548
40,40081,6952,NA,NA,2097,0,8916
40,40083,7651,NA,NA,3376,0,14055
40,40085,3534,NA,NA,787,0,1325
40,40087,7772,NA,NA,2812,0,10974
40,40089,10880,NA,NA,1209,0,2839
40,40091,7771,NA,NA,949,0,2744
40,40093,821,NA,NA,264,0,3054
40,40095,4133,NA,NA,955,0,2365
40,40097,10301,NA,NA,2253,2,8009
40,40099,4762,NA,NA,660,0,1825
40,40101,21716,NA,NA,4612,6,9974
40,40103,2156,NA,NA,602,0,3410
40,40105,2695,NA,NA,701,0,2419
40,40107,3494,NA,NA,488,0,1531
40,40109,150343,NA,NA,60021,0,172791
40,40111,11347,NA,NA,2143,0,5955
40,40113,12179,NA,NA,2810,0,10111
40,40115,8351,NA,NA,1953,1,4724
40,40117,3762,NA,NA,1002,0,3729
40,40119,13508,NA,NA,5237,0,18382
40,40121,15501,NA,NA,3466,0,6356
40,40123,10896,NA,NA,2470,0,6628
40,40125,15341,NA,NA,4945,0,15186
40,40127,4879,NA,NA,525,1,1071
40,40129,1299,NA,NA,158,0,827
40,40131,17284,NA,NA,6759,0,28223
40,40133,6523,NA,NA,1220,0,3466
40,40135,12627,NA,NA,1914,0,5724
40,40137,11154,NA,NA,2804,0,10810
40,40139,2275,NA,NA,1555,0,5092
40,40141,2437,NA,NA,365,0,1296
40,40143,114826,NA,NA,44661,0,164910
40,40145,13837,NA,NA,4292,0,20569
40,40147,8365,NA,NA,4430,0,17061
40,40149,3123,NA,NA,645,0,2400
40,40151,1386,NA,NA,451,0,2901
40,40153,2893,NA,NA,1652,0,6212
41,41001,2100,35,60,2791,84,5401
41,41003,26516,413,526,14219,371,14268
41,41005,97491,735,1905,70293,3550,83546
41,41007,9501,111,190,7131,351,6683
41,41009,12429,96,307,10240,496,9963
41,41011,12644,136,296,11380,595,13531
41,41013,3327,21,86,4121,189,6755
41,41015,4468,49,139,4412,136,5795
41,41017,38880,349,1015,32100,1373,41456
41,41019,17689,134,472,19118,1102,29197
41,41021,312,0,12,312,21,570
41,41023,1049,5,20,1192,27,2554
41,41025,937,4,32,1110,29,2470
41,41027,5768,65,74,3776,124,3125
41,41029,45861,552,1163,38431,1685,48802
41,41031,3281,32,86,3783,220,4627
41,41033,15189,246,504,17026,1056,23207
41,41035,8461,87,268,11074,397,17667
41,41037,808,10,34,1161,27,2544
41,41039,104525,1281,1806,61029,3375,61107
41,41041,12548,147,241,9343,241,7868
41,41043,22068,249,605,22544,873,27946
41,41045,2606,13,65,4789,121,6158
41,41047,59534,472,1251,52529,2264,59057
41,41049,1262,4,43,1868,72,2080
41,41051,276347,3446,3291,128556,10698,65849
41,41053,16824,160,384,13779,325,18079
41,41055,289,1,10,297,15,605
41,41057,6188,51,119,4861,209,5361
41,41059,8814,48,284,13152,619,14012
41,41061,3871,26,127,4125,224,7490
41,41063,1239,7,26,1108,35,2577
41,41065,5205,40,133,4753,241,4699
41,41067,133452,1015,2777,95400,2905,87693
41,41069,239,1,5,224,9,463
41,41071,19203,188,572,17425,761,21531
42,42001,20122,NA,NA,6647,3967,36079
42,42003,539909,NA,NA,72748,52459,259539
42,42005,15779,NA,NA,2474,2175,22120
42,42007,59105,NA,NA,6316,7308,40850
42,42009,9426,NA,NA,1763,1519,21789
42,42011,120219,NA,NA,24392,14410,100783
42,42013,24025,NA,NA,5317,4121,44321
42,42015,9865,NA,NA,2292,2196,21624
42,42017,197878,NA,NA,43291,30864,188562
42,42019,42228,NA,NA,10202,7690,69665
42,42021,45343,NA,NA,6045,2657,32766
42,42023,1210,NA,NA,188,182,1659
42,42025,18332,NA,NA,3354,2822,17674
42,42027,51132,NA,NA,17524,7015,47629
42,42029,136889,NA,NA,32582,29392,155439
42,42031,8240,NA,NA,1792,976,13123
42,42033,20619,NA,NA,2966,3275,26299
42,42035,9119,NA,NA,1811,1156,10210
42,42037,16052,NA,NA,4054,2262,18436
42,42039,19426,NA,NA,3600,2726,27644
42,42041,55725,NA,NA,16033,9901,85356
42,42043,86938,NA,NA,15928,10583,76875
42,42045,189140,NA,NA,27336,24748,171572
42,42047,8958,NA,NA,1018,1057,8189
42,42049,97581,NA,NA,14420,10710,67479
42,42051,48509,NA,NA,4355,3023,28019
42,42053,1270,NA,NA,155,155,1750
42,42055,25130,NA,NA,9696,3643,54652
42,42057,2454,NA,NA,510,397,5637
42,42059,12450,NA,NA,1217,852,8131
42,42061,9205,NA,NA,2216,878,17480
42,42063,20508,NA,NA,4510,2556,24205
42,42065,9563,NA,NA,1716,1675,17014
42,42067,3962,NA,NA,1000,433,8446
42,42069,91021,NA,NA,10728,3855,42675
42,42071,108113,NA,NA,28742,24763,174375
42,42073,27429,NA,NA,3366,2811,23405
42,42075,27308,NA,NA,7838,4552,47234
42,42077,115732,NA,NA,30524,9191,80622
42,42079,108066,NA,NA,16045,7118,74118
42,42081,22375,NA,NA,5435,3797,38202
42,42083,7304,NA,NA,1864,1564,14203
42,42085,34108,NA,NA,7529,2603,33074
42,42087,7593,NA,NA,1935,841,15562
42,42089,51879,NA,NA,12407,8619,36339
42,42091,272438,NA,NA,44903,44542,215865
42,42093,4738,NA,NA,1434,628,6289
42,42095,98990,NA,NA,23915,15101,73593
42,42097,21707,NA,NA,3504,3606,27692
42,42099,7470,NA,NA,2650,1066,18589
42,42101,853137,NA,NA,85533,38420,125531
42,42103,13978,NA,NA,4718,3621,17848
42,42105,2842,NA,NA,774,347,7070
42,42107,33700,NA,NA,5084,5096,44042
42,42109,5569,NA,NA,1979,834,13868
42,42111,17599,NA,NA,2811,1903,27339
42,42113,1524,NA,NA,248,209,2417
42,42115,8035,NA,NA,1798,1564,15034
42,42117,7155,NA,NA,2513,1017,15941
42,42119,7618,NA,NA,2659,1466,12915
42,42121,11084,NA,NA,2157,1901,17517
42,42123,10463,NA,NA,1991,2525,15083
42,42125,68057,NA,NA,11312,4261,55407
42,42127,10155,NA,NA,3989,1466,18182
42,42129,113583,NA,NA,15084,13501,103853
42,42131,5341,NA,NA,951,989,9601
42,42133,102568,NA,NA,35494,10386,147460
44,44001,14183,NA,NA,18900,141,5453
44,44003,39221,NA,NA,67478,423,17829
44,44005,21169,NA,NA,29860,234,10042
44,44007,208814,NA,NA,193164,1527,41643
44,44009,31167,NA,NA,53313,311,16003
46,46003,828,0,1,245,0,806
46,46005,3572,0,20,2017,47,4382
46,46007,877,0,0,305,0,689
46,46009,1406,0,11,620,3,1949
46,46011,5474,0,76,5159,42,7504
46,46013,8966,0,61,4168,45,10045
46,46015,1336,0,11,554,6,1466
46,46017,665,0,0,108,0,170
46,46019,1168,0,33,1402,14,4101
46,46021,143,0,0,92,0,913
46,46023,2458,0,3,789,0,2220
46,46025,795,0,2,359,4,1388
46,46027,3102,0,35,2086,10,2495
46,46029,5280,0,34,3724,44,7581
46,46031,1272,0,7,399,9,674
46,46033,1224,0,14,1375,36,3697
46,46035,3652,0,18,2386,23,5426
46,46037,1956,0,8,653,14,1512
46,46039,907,0,7,692,8,1262
46,46041,2081,0,2,539,5,696
46,46043,341,0,2,195,0,1574
46,46045,872,0,8,425,0,1510
46,46047,6754,0,23,2852,98,3418
46,46049,420,0,1,277,0,845
46,46051,1559,0,9,963,14,2334
46,46053,981,0,4,319,0,1520
46,46055,208,0,1,121,0,1049
46,46057,824,0,2,601,4,2411
46,46059,693,0,3,274,2,1472
46,46061,900,0,3,774,4,1715
46,46063,109,0,3,77,0,777
46,46065,2431,0,33,1745,19,6837
46,46067,1056,0,4,598,11,3168
46,46069,228,0,2,103,5,660
46,46071,720,0,4,281,19,858
46,46073,486,0,1,180,0,609
46,46075,108,0,1,79,0,522
46,46077,1050,0,5,598,3,1813
46,46079,3202,0,33,2235,10,4647
46,46081,4033,0,88,3819,30,9007
46,46083,8839,0,80,8417,54,17239
46,46085,870,0,4,262,3,1135
46,46091,1245,0,9,467,0,1059
46,46087,1161,0,14,647,0,1797
46,46089,293,0,2,238,0,1321
46,46093,3236,0,74,3489,40,9485
46,46095,522,0,1,142,0,501
46,46097,675,0,2,283,3,584
46,46099,38644,0,398,29085,294,47174
46,46101,1709,0,7,938,5,1526
46,46103,17601,0,336,18318,235,34868
46,46105,451,0,6,315,6,1405
46,46107,318,0,1,170,4,1376
46,46109,3351,0,9,1263,22,1880
46,46111,536,0,3,208,4,837
46,46115,1570,0,5,647,7,2014
46,46117,508,0,4,274,0,1356
46,46119,240,0,0,111,0,753
46,46121,3165,0,6,810,13,713
46,46123,1017,0,2,521,8,2219
46,46125,1526,0,3,1030,12,3044
46,46127,2905,0,24,2962,22,5257
46,46129,829,0,6,463,6,2440
46,46135,4441,0,48,3140,24,6014
46,46137,905,0,3,281,0,397
54,54001,4098,NA,30,1884,348,3582
54,54003,23779,NA,470,23808,818,29055
54,54005,9562,NA,28,2012,826,2491
54,54007,5489,NA,16,1546,80,1929
54,54009,10142,NA,70,3693,409,4734
54,54011,27148,NA,294,10981,833,19641
54,54013,3199,NA,18,1072,341,1314
54,54015,3410,NA,5,717,473,1298
54,54017,976,NA,12,908,192,2720
54,54019,14878,NA,89,5943,163,6135
54,54021,2736,NA,17,602,298,1008
54,54023,1094,NA,7,1659,58,5123
54,54025,12207,NA,88,5285,1313,7940
54,54027,5103,NA,57,3883,565,5772
54,54029,12618,NA,96,4794,338,7150
54,54031,4210,NA,26,2344,62,2612
54,54033,21069,NA,164,10524,141,13661
54,54035,7987,NA,86,4777,275,9137
54,54037,13167,NA,271,12017,999,11877
54,54039,66409,NA,518,30670,2390,41857
54,54041,4038,NA,27,2159,103,3943
54,54043,7931,NA,26,2352,325,2706
54,54045,19431,NA,33,2755,1802,3517
54,54049,21729,NA,144,5935,2799,9892
54,54051,9434,NA,72,4563,586,6639
54,54053,8443,NA,48,2659,636,6437
54,54047,11632,NA,18,2713,1165,1935
54,54055,18061,NA,104,10155,1001,12115
54,54057,5724,NA,76,4577,218,8715
54,54059,14937,NA,21,1757,1249,2460
54,54061,29505,NA,513,16508,1037,20046
54,54063,4554,NA,28,2287,99,3906
54,54065,3064,NA,57,3951,369,5660
54,54067,8770,NA,30,3760,521,4780
54,54069,12630,NA,118,5632,1999,9765
54,54071,2415,NA,5,1092,247,1559
54,54073,2137,NA,15,984,340,1754
54,54075,2515,NA,17,1487,37,1606
54,54077,6125,NA,71,3709,455,8443
54,54079,13782,NA,196,7157,1078,16892
54,54081,24299,NA,162,12743,538,17095
54,54083,9219,NA,51,2964,1042,4571
54,54085,1789,NA,15,1619,176,3889
54,54087,4047,NA,25,2694,75,3513
54,54089,5513,NA,13,1786,353,2168
54,54091,4793,NA,40,1923,703,3780
54,54093,2474,NA,18,877,623,1644
54,54095,1961,NA,17,1414,112,3125
54,54097,3989,NA,56,3281,81,6985
54,54099,15838,NA,65,3417,905,7730
54,54101,3470,NA,10,185,1114,827
54,54103,6757,NA,26,1808,597,2816
54,54105,1838,NA,9,822,95,1586
54,54107,18643,NA,283,14045,666,22920
54,54109,10499,NA,21,2092,1130,4092
56,56001,5515,NA,187,2862,26,7133
56,56003,456,NA,25,368,27,4439
56,56005,1111,NA,122,1491,49,13977
56,56007,1372,NA,52,929,6,3903
56,56009,571,NA,21,509,14,5151
56,56011,243,NA,15,243,13,3279
56,56013,3347,NA,109,1557,40,10800
56,56015,881,NA,23,469,10,4302
56,56017,315,NA,9,193,5,2084
56,56019,317,NA,13,294,13,3765
56,56021,9449,NA,235,4649,111,23608
56,56023,845,NA,43,834,17,6350
56,56025,5633,NA,249,3872,103,20762
56,56027,83,NA,5,65,3,1220
56,56029,1410,NA,75,1413,40,11261
56,56031,751,NA,37,438,31,3343
56,56033,2324,NA,96,1519,51,9777
56,56035,404,NA,17,292,6,3568
56,56037,4904,NA,104,1608,30,8030
56,56039,4949,NA,95,2830,13,5360
56,56041,1289,NA,47,719,24,5860
56,56043,461,NA,21,275,11,3080
56,56045,279,NA,15,256,13,2892
